submission_date,state,tot_cases,new_case,tot_death,new_death
2021-10-23,TN,"1,271,552","1,336","16,175",17
2021-09-29,AK,"108,608",968,546,4
2021-12-01,GA,"1,666,110","1,654","30,571",61
2021-09-18,SD,"140,104",148,"2,101",1
2022-07-08,KS,"812,329",0,"8,961",0
2021-09-13,AR,"475,647",646,"7,298",31
2020-11-26,AR,"152,625","2,348","2,436",11
2022-04-07,UT,"928,621",699,"4,730",16
2020-03-25,WA,"2,528",276,132,9
2021-07-13,IA,"375,134",186,"6,149",0
2021-01-28,CO,"402,231","1,575","5,569",17
2020-12-28,WV,"81,436",726,"1,263",9
2020-04-08,IN,"5,943",436,203,31
2020-12-28,NM,"138,659",691,"2,290",36
2021-05-30,IA,"371,384",53,"6,055",0
2020-02-17,TN,0,0,0,0
2021-12-26,RMI,4,0,0,0
2020-09-24,RMI,0,0,0,0
2020-04-15,UT,"2,637",184,21,1
2022-05-10,TN,"2,035,132",896,"26,240",31
2021-12-11,MP,"1,774",260,5,0
2020-06-23,GU,226,1,5,0
2022-03-06,PA,"2,761,697",0,"43,525",0
2021-01-13,NYC,"515,913","7,251","25,799",61
2021-12-27,UT,"628,310","4,607","3,770",16
2020-06-19,AK,729,16,16,0
2021-07-05,MS,"323,003",117,"7,507",3
2022-07-20,UT,"997,556",0,"4,869",0
2020-08-05,SD,"9,168",89,137,1
2021-07-20,PA,"1,222,710",597,"27,805",10
2021-05-19,NY,"1,143,571",959,"19,666",12
2022-03-08,PR,"474,930",0,"4,140",0
2020-06-13,NY,"173,137",377,"8,489",21
2022-08-13,AK,"275,542",0,"1,296",0
2020-08-19,TX,"557,256","7,024","13,463",154
2022-09-20,MP,"13,166",0,40,0
2021-11-23,PR,"187,581",96,"3,266",2
2022-07-21,HI,"313,805",0,"1,536",0
2022-06-14,TX,"6,952,232","6,862","86,922",8
2022-07-28,HI,"317,785",0,"1,559",0
2020-03-17,WA,928,118,47,5
2022-08-31,IA,"843,034",387,"9,940",0
2021-03-16,AK,"58,317",105,331,0
2021-04-06,TX,"2,800,254","5,771","48,981",48
2021-03-09,ND,"100,615",101,"1,452",3
2022-04-25,IN,"1,699,213","1,154","23,552",3
2021-03-26,MS,"305,251",256,"7,184",2
2020-09-01,AS,0,0,0,0
2022-07-02,PW,"5,237",0,6,0
2022-05-11,PR,"581,782","4,911","4,240",6
2022-02-01,NY,"2,558,863","4,480","25,992",65
2022-04-03,CO,"1,420,106",287,"11,977",0
2021-05-18,AR,"339,162",313,"5,805",9
2022-04-19,TN,"2,023,203",414,"26,109",-1
2020-09-21,OK,"84,149",680,"1,264",11
2020-04-10,OK,"2,552",96,102,5
2020-09-12,SD,"16,437",320,183,6
2022-06-16,GU,"50,608",123,370,0
2021-01-16,TN,"669,647","2,750","8,311",79
2020-09-08,AR,"66,757",477,917,9
2020-08-03,PW,0,0,0,0
2022-10-12,OK,"1,203,469","1,815","14,924",40
2022-03-18,CO,"1,414,707",444,"11,887",0
2021-12-23,PA,"1,924,507","10,548","35,786",0
2021-06-10,TN,"861,006",215,"12,496",2
2022-07-07,NYC,"2,628,033","4,785","40,832",12
2022-05-11,WA,"1,523,879","2,618","12,770",18
2020-03-14,NY,311,44,0,0
2022-02-27,WV,"488,359",0,"6,308",0
2021-07-08,WA,"453,833",527,"5,986",13
2020-05-07,OH,"22,131",555,"1,271",46
2020-07-03,MA,"104,228",212,"8,186",17
2021-11-28,SD,"164,292",0,"2,320",0
2022-05-03,IA,"765,186",735,"9,529",0
2020-11-06,RMI,1,0,0,0
2020-10-19,TN,"227,503","2,617","2,909",6
2022-01-03,AS,11,0,0,0
2020-04-14,AL,"4,030",171,180,12
2020-10-15,PR,"29,386",140,747,3
2020-03-05,IN,0,0,0,0
2022-01-03,MA,"1,173,704","33,090","20,315",42
2021-07-22,TN,"877,632","1,446","12,666",15
2022-10-18,FL,"7,145,833","1,661","82,065",0
2021-02-28,ND,"99,852",43,"1,445",0
2022-08-11,PR,"882,822","3,309","4,830",10
2022-07-28,SD,"250,286",0,"2,956",0
2020-10-19,OH,"183,624","1,837","5,075",8
2020-11-11,ND,"59,173","1,800",697,11
2022-09-17,MP,"13,155",0,40,0
2021-10-25,NYC,"1,117,403",931,"34,537",9
2022-09-24,PA,"3,239,298",0,"47,098",0
2021-03-25,AL,"512,449",455,"10,927",20
2020-04-06,OH,"4,450",407,142,23
2021-07-31,TX,"3,125,699","12,732","52,085",44
2021-09-17,KS,"396,907","1,606","5,865",64
2020-01-22,MP,0,0,0,0
2022-01-07,SD,"189,411","1,944","2,522",2
2021-02-18,ND,"99,153",119,"1,435",0
2021-08-25,FL,"3,164,536","21,383","47,939",377
2021-03-07,GU,"7,751",2,133,0
2022-03-28,WV,"497,459",229,"6,743",4
2020-08-12,PW,0,0,0,0
2022-10-14,ND,"271,085",797,"2,387",4
2021-07-19,RMI,4,0,0,0
2022-01-06,TN,"1,492,730","17,440","21,035",37
2022-03-29,AL,"1,293,794",253,"19,562",4
2022-03-16,ND,"239,339",56,"2,229",1
2022-07-22,GU,"54,163",0,377,0
2020-12-07,WV,"56,128","1,131",841,3
2022-08-19,GU,"57,206",0,389,0
2020-10-10,TX,"790,060","4,230","17,548",70
2020-09-18,NYC,"242,321",405,"23,479",6
2021-05-03,OK,"449,692",172,"7,261",4
2021-03-30,CO,"469,085","1,136","6,099",7
2020-09-28,AK,"7,664",114,68,0
2020-12-17,PA,"537,851","9,709","13,392",224
2020-04-13,PR,486,21,37,3
2021-01-24,PW,0,0,0,0
2021-02-03,MP,133,0,2,0
2021-05-06,OH,"1,080,121","1,387","19,344",0
2021-08-10,TX,"3,245,115","17,401","52,555",84
2022-05-06,KS,"778,045","2,232","8,691",56
2021-11-18,RMI,4,0,0,0
2021-08-01,OK,"485,771","1,404","7,524",9
2021-09-17,AK,"96,002",870,454,1
2020-10-25,PW,0,0,0,0
2020-04-12,PA,"23,263","1,180",507,13
2021-02-09,PA,"884,846","4,443","22,620",149
2022-08-05,AS,"7,952",0,33,0
2022-10-07,WV,"602,461",288,"7,450",5
2020-03-25,AR,306,76,2,0
2021-05-13,KS,"311,521",183,"5,029",0
2020-05-08,PR,944,24,100,4
2021-07-06,NY,"1,158,474",128,"19,939",3
2022-05-24,AR,"841,119",441,"11,451",5
2022-07-21,AK,"269,068",0,"1,275",0
2021-01-01,HI,"21,258",232,287,1
2021-05-04,SD,"122,974",229,"1,973",3
2021-06-25,WV,"163,804",60,"2,876",0
2021-07-01,SD,"124,561",25,"2,038",3
2022-01-30,HI,"212,768","2,683","1,168",7
2022-04-14,GU,"47,703",21,354,0
2021-07-28,RMI,4,0,0,0
2022-04-08,AS,"5,018",0,8,0
2020-04-24,PW,0,0,0,0
2021-06-08,TN,"860,520",260,"12,492",13
2020-11-22,AR,"145,173","1,352","2,357",20
2020-03-31,TN,"1,981",439,13,6
2020-04-05,TX,"6,793",681,223,38
2022-10-16,NM,"622,170",0,"8,601",0
2020-11-27,PW,0,0,0,0
2021-09-20,NY,"1,306,963","2,163","20,716",21
2020-06-20,TN,"33,846",736,515,6
2022-06-17,AS,"6,342",0,31,0
2020-11-25,OH,"382,743","10,835","6,274",156
2021-09-28,OH,"1,400,979","7,283","21,945",125
2021-05-25,TN,"856,422",450,"12,400",7
2020-10-15,UT,"90,461","1,498",529,2
2021-08-17,CO,"595,159","1,134","7,047",6
2021-01-18,GU,"7,515",41,125,0
2021-11-28,PA,"1,725,902","4,159","33,283",32
2021-10-15,SD,"149,996",318,"2,189",7
2022-02-06,GU,"36,612",499,298,2
2021-05-25,FL,"2,276,400","2,384","36,919",37
2022-05-12,WA,"1,527,265","3,386","12,780",10
2022-05-13,CO,"1,451,435","1,655","12,513",5
2022-01-28,PA,"2,637,717","15,583","40,394",137
2020-03-22,AS,0,0,0,0
2022-07-27,AR,"899,551","1,791","11,689",11
2021-07-03,IN,"754,968",244,"13,866",13
2021-04-19,IA,"360,173",160,"5,886",5
2021-09-25,HI,"75,391",394,742,0
2022-08-01,HI,"317,785",0,"1,559",0
2021-09-03,GU,"11,199",93,151,0
2021-10-20,HI,"80,139",134,871,0
2021-05-14,UT,"402,005",336,"2,256",1
2022-05-08,AR,"837,154",124,"11,408",1
2020-04-17,HI,564,20,9,0
2022-01-30,RMI,7,0,0,0
2022-06-03,IN,"1,738,843","3,262","23,740",28
2021-07-26,GU,"8,514",8,143,0
2022-04-17,GU,"47,776",38,354,0
2021-06-02,IN,"744,474",261,"13,620",11
2021-01-25,RMI,4,0,0,0
2020-03-05,AS,0,0,0,0
2021-10-14,TX,"4,149,312","5,852","67,202",190
2020-08-29,FL,"608,517","2,516","13,843",120
2021-12-05,PA,"1,779,151","6,091","33,902",43
2020-02-16,ND,0,0,0,0
2020-09-30,NYC,"247,299",476,"23,530",4
2021-08-04,NYC,"983,767","1,975","33,564",3
2020-05-22,AR,"5,612",154,113,3
2021-11-03,SD,"156,123",520,"2,253",4
2020-07-09,UT,"28,054",574,209,8
2020-05-25,AR,"6,029",107,117,1
2020-03-03,MA,2,1,0,0
2021-12-06,PA,"1,783,118","3,967","33,962",60
2021-10-10,NYC,"1,100,866","1,298","34,391",16
2020-07-22,SD,"8,077",58,119,1
2020-04-04,TN,"3,146",252,37,5
2022-10-12,AL,"1,528,784",418,"20,508",0
2022-05-18,AK,"249,522","1,657","1,252",17
2021-07-26,CO,"572,985",473,"6,924",6
2020-06-12,AS,0,0,0,0
2020-05-16,NY,"156,632","1,176","7,377",98
2021-10-03,RMI,4,0,0,0
2021-11-05,PW,10,0,0,0
2020-01-23,AS,0,0,0,0
2020-11-12,TN,"290,971","3,904","3,761",89
2021-02-24,AL,"489,729",969,"10,497",24
2021-03-26,NY,"1,006,478","4,114","18,665",12
2020-10-13,NM,"33,713",351,865,3
2021-06-14,FL,"2,309,834","1,397","37,632",23
2022-07-21,MS,"864,529","2,001","12,589",0
2021-05-09,SD,"123,283",25,"1,980",0
2022-08-01,ND,"257,813",482,"2,309",0
2020-09-30,TX,"748,967","5,683","16,912",62
2020-04-12,MP,11,0,2,0
2020-03-28,GA,"2,592",225,79,14
2021-03-13,AL,"502,706",363,"10,783",18
2021-03-19,GA,"1,042,417","1,600","18,464",44
2021-04-07,TN,"811,869","1,333","11,976",9
2020-02-05,TX,0,0,0,0
2020-10-12,IN,"136,555","1,574","3,793",6
2022-01-01,MA,"1,140,614",0,"20,273",0
2022-06-22,PR,"744,419","1,828","4,504",10
2021-12-21,MA,"1,026,129","6,447","19,927",62
2021-09-09,WA,"593,043","3,865","6,850",59
2021-09-28,OK,"611,885","1,500","8,970",21
2021-06-20,OK,"455,994",153,"7,362",0
2020-06-08,PW,0,0,0,0
2020-09-16,AR,"72,219",862,"1,157",154
2020-08-13,IA,"50,336",530,959,8
2021-09-10,FL,"3,433,678","9,358","54,044",350
2022-09-12,IA,"849,956","1,145","9,968",0
2020-10-05,KS,"62,708","1,597",706,8
2021-08-31,TN,"1,049,851","9,850","13,486",57
2021-02-07,CO,"415,861","1,102","5,731",10
2021-03-15,PW,0,0,0,0
2022-01-21,NYC,"2,173,212",0,"37,367",0
2020-01-31,NY,0,0,0,0
2021-06-22,MS,"320,923",184,"7,460",3
2021-08-11,WA,"498,939","2,920","6,204",17
2021-05-30,KS,"314,207",105,"5,076",0
2021-02-21,AL,"486,051",665,"10,430",34
2020-09-04,HI,"9,655",219,81,2
2021-05-03,SD,"122,745",29,"1,970",3
2020-09-08,FL,"638,522","2,346","14,840",80
2022-06-22,OH,"2,815,069",0,"38,657",0
2020-02-20,WA,1,0,0,0
2022-04-08,AL,"1,295,789",228,"19,605",4
2022-06-06,WA,"1,598,872","1,915","12,986",18
2020-03-11,GA,55,16,0,0
2020-05-13,NM,"5,364",152,228,12
2022-06-28,PR,"764,823",806,"4,544",12
2021-02-25,OH,"962,404","2,409","17,125",80
2020-08-16,MA,"114,398",303,"8,843",13
2022-10-03,MP,"13,171",0,40,0
2020-07-21,NY,"186,087",464,"8,794",2
2022-06-14,AK,"255,425",0,"1,252",0
2021-05-07,HI,"33,417",108,483,0
2021-06-19,CO,"557,191",322,"6,725",6
2022-06-23,AR,"858,553","1,434","11,559",7
2020-12-03,UT,"206,165","3,945",917,11
2020-04-05,NYC,"82,929","5,835","4,504",664
2020-09-23,PA,"158,614",810,"8,062",39
2020-01-22,OH,0,0,0,0
2022-02-07,TX,"6,383,581","14,295","79,429",17
2020-12-10,IA,"251,386","2,110","3,120",99
2021-10-18,OH,"1,499,485","2,810","23,327",0
2021-10-02,SD,"145,595",121,"2,150",5
2022-03-30,MA,"1,697,165","1,415","20,098",1
2020-10-23,NY,"234,624","1,066","9,185",8
2021-12-08,NY,"1,628,255","7,243","22,524",33
2022-10-17,KS,"883,063",0,"9,590",0
2020-06-20,FL,"94,877","4,643","3,289",39
2020-08-08,WA,"62,267",681,"1,688",16
2020-10-15,RMI,0,0,0,0
2022-01-13,OK,"796,987","11,227","11,740",0
2021-04-25,WV,"151,382",314,"2,821",4
2022-09-04,KS,"864,361",0,"9,019",0
2020-10-01,WA,"89,248",621,"2,132",6
2021-01-12,PR,"86,195",194,"1,660",20
2020-05-30,MP,22,0,2,0
2020-02-24,RMI,0,0,0,0
2020-03-24,WA,"2,252",230,123,13
2021-02-19,GA,"980,411","3,679","16,610",207
2021-09-01,NYC,"1,036,970","1,785","33,864",10
2022-09-20,PA,"3,220,317",0,"46,970",0
2022-01-26,MP,"4,564",124,23,1
2020-04-03,NY,"45,704","5,132",508,113
2020-01-23,AK,0,0,0,0
2020-12-22,MS,"202,693","2,223","5,230",37
2021-09-12,MA,"780,412","1,695","18,362",6
2020-04-07,KS,900,55,27,2
2020-07-26,RMI,0,0,0,0
2022-05-13,GA,"2,530,918",0,"38,086",0
2022-09-22,AL,"1,518,763",838,"20,477",7
2022-01-30,AL,"1,217,523","5,015","17,896",53
2022-05-26,PW,"5,043",23,6,0
2021-04-24,WV,"151,068",375,"2,817",4
2022-03-22,AS,"1,626",70,0,0
2021-04-23,ND,"106,656",119,"1,486",0
2020-05-24,PW,0,0,0,0
2022-01-07,MS,"586,547","6,774","10,527",16
2022-04-22,ND,"240,713",56,"2,261",1
2022-03-20,MP,"10,734",45,31,0
2022-03-27,WA,"1,452,626",578,"12,432",0
2021-10-26,AS,4,0,0,0
2021-10-21,TX,"4,182,835","4,310","68,573",260
2021-09-26,NYC,"1,079,831","1,546","34,196",15
2021-06-21,AR,"345,695",90,"5,876",2
2021-07-28,PW,2,0,0,0
2020-03-20,MA,413,85,5,2
2021-02-11,TX,"2,529,343","11,890","43,708",174
2020-04-28,IA,"6,376",508,136,9
2021-01-04,IN,"529,949","3,629","8,486",39
2020-03-19,KS,35,14,1,0
2020-12-11,IN,"412,144","7,200","6,651",70
2022-04-23,AR,"834,946",82,"11,369",0
2022-05-31,AR,"843,362",179,"11,484",0
2021-03-20,RMI,4,0,0,0
2020-12-13,PR,"65,641",420,"1,271",10
2020-12-20,FL,"1,188,814","10,732","21,823",131
2020-08-08,TX,"481,483","6,959","11,583",179
2022-05-23,PW,"5,020",53,6,0
2020-10-07,GU,"2,934",66,57,2
2022-06-07,OH,"2,780,653",0,"38,657",0
2022-10-03,SD,"261,371",0,"3,021",0
2021-02-05,AR,"304,723","1,824","5,050",41
2021-11-28,FL,"3,714,459","1,177","62,248",20
2022-01-23,OH,"2,506,175","9,932","31,987",0
2020-04-01,RMI,0,0,0,0
2022-07-02,IA,"798,174",0,"9,688",0
2021-05-06,AS,0,0,0,0
2021-10-14,PA,"1,496,399","5,253","30,336",108
2020-06-11,GU,182,-1,5,0
2021-11-29,PR,"187,999",63,"3,269",0
2021-06-08,PR,"140,353",49,"2,514",3
2022-10-09,CO,"1,660,174",376,"13,333",0
2020-06-08,MS,"20,013",428,"1,115",14
2020-08-01,FL,"477,506","6,890","9,147",224
2022-04-04,GA,"2,501,271","1,012","37,127",70
2020-06-10,MS,"20,955",494,"1,135",12
2020-03-01,OH,0,0,0,0
2020-08-24,WA,"71,675",373,"1,867",4
2021-07-05,TN,"866,285",178,"12,576",0
2022-03-13,WA,"1,440,306",957,"12,183",0
2020-10-20,SD,"34,457",621,330,7
2022-04-07,TN,"2,019,521",381,"25,882",5
2021-03-16,GU,"7,776",3,134,0
2020-07-31,GA,"190,734","4,308","3,752",81
2021-12-17,KS,"497,789","4,297","6,909",14
2021-10-07,AR,"500,779",893,"7,802",21
2020-06-25,KS,"12,970",0,261,0
2020-10-17,SD,"32,611",806,315,8
2022-07-29,CO,"1,601,229","1,774","12,986",18
2022-08-26,PA,"3,167,638",0,"46,596",0
2020-03-09,OH,0,0,0,0
2020-02-14,TX,0,0,0,0
2020-11-12,SD,"60,716","2,020",567,0
2021-12-15,WA,"796,110","1,482","9,635",27
2021-07-12,FL,"2,388,344","6,564","38,467",40
2021-12-20,GA,"1,700,763","9,089","31,038",44
2021-06-01,GU,"8,187",14,139,0
2021-08-07,TN,"917,147","4,526","12,835",8
2020-04-08,IA,"1,145",97,27,1
2021-04-28,TX,"2,876,140","4,269","49,874",42
2021-04-15,AK,"63,081",186,341,0
2021-01-22,TX,"2,211,289","22,646","38,525",295
2021-05-23,AS,0,0,0,0
2022-03-05,NY,"2,636,859","1,275","27,031",12
2021-10-19,GU,"17,276",122,226,0
2021-12-20,ND,"169,988",553,"1,990",10
2021-02-28,AS,4,0,0,0
2021-12-08,IN,"1,140,151","5,253","17,909",80
2021-12-11,UT,"610,681",0,"3,640",0
2022-07-22,TX,"7,351,413","13,288","87,508",34
2022-02-11,TX,"6,436,773","13,254","80,566",256
2021-04-19,TN,"828,450",560,"12,081",17
2022-02-03,NY,"2,571,285","6,346","26,135",58
2021-03-13,NY,"961,370","3,147","18,392",36
2020-09-09,HI,"10,253",167,91,3
2021-09-01,MP,243,0,2,0
2021-08-25,ND,"116,022",356,"1,556",3
2020-07-30,WV,"6,422",96,115,3
2021-11-01,PW,10,0,0,0
2022-03-21,MA,"1,687,720","1,783","20,041",12
2022-02-26,AL,"1,278,259",340,"19,144",25
2020-10-15,AS,0,0,0,0
2021-11-28,WV,"293,389",620,"4,817",0
2020-08-09,MP,48,1,2,0
2021-12-31,AR,"566,486","3,957","9,148",17
2020-05-22,MA,"90,899",815,"6,678",84
2021-12-16,CO,"875,502","2,429","9,841",62
2021-11-26,OK,"664,667",751,"11,223",0
2021-05-03,IN,"723,443",797,"13,323",1
2020-12-10,UT,"225,946","3,401","1,016",21
2020-06-02,MS,"18,145",322,"1,046",13
2021-11-13,AR,"519,453",590,"8,562",2
2022-01-04,MS,"566,102","4,840","10,492",37
2020-11-02,OK,"137,224","1,655","1,992",26
2020-10-14,RMI,0,0,0,0
2021-07-11,TX,"3,007,025",600,"51,519",0
2021-09-13,TN,"1,152,022","3,437","14,010",33
2022-05-17,TN,"2,042,183","1,099","26,267",3
2020-09-18,PW,0,0,0,0
2021-03-05,MA,"588,209","1,899","16,420",36
2020-09-02,NM,"25,612",152,748,2
2022-06-22,WV,"528,049",612,"7,018",0
2022-08-02,PR,"855,790",390,"4,778",10
2021-09-04,HI,"64,597",875,610,1
2022-04-24,ND,"240,713",0,"2,261",0
2020-02-01,UT,0,0,0,0
2021-02-28,PW,0,0,0,0
2021-09-01,AK,"85,358",761,435,4
2021-12-11,PA,"1,829,351","11,052","34,571",156
2022-01-15,CO,"1,193,445","20,001","10,616",0
2022-10-11,TX,"7,889,664",0,"89,344",0
2022-02-03,PR,"462,543","1,533","3,925",17
2022-04-23,PW,"4,396",0,6,0
2020-07-21,MS,"54,174","1,393","1,992",35
2021-08-26,KS,"364,047","1,726","5,535",0
2022-09-30,TN,"2,339,485","1,012","27,818",2
2022-05-08,GA,"2,521,664",0,"37,969",0
2022-04-03,WV,"497,864",0,"6,835",0
2022-01-09,UT,"682,036",0,"3,896",0
2020-11-07,IN,"205,722","4,899","4,577",46
2021-03-02,PW,0,0,0,0
2022-09-05,GA,"2,870,629",0,"39,772",0
2021-07-24,GU,"8,503",1,143,0
2021-03-03,OH,"972,605","2,022","17,189",0
2021-08-26,MS,"427,640","4,041","8,279",35
2021-11-14,GU,"18,942",29,258,0
2021-01-12,MA,"442,529","5,487","13,474",69
2021-03-29,NM,"191,230",182,"3,813",0
2020-02-28,KS,0,0,0,0
2022-08-07,WA,"1,751,701","1,266","13,725",0
2021-03-21,MA,"614,668","1,811","16,938",29
2022-03-07,NM,"513,994",683,"6,988",16
2022-01-12,TX,"5,223,323","75,817","75,533",136
2021-05-12,CO,"534,296","1,242","6,402",31
2021-12-27,WA,"833,902","3,840","9,801",17
2021-05-29,NYC,"949,070",322,"33,221",10
2021-10-28,HI,"81,168",117,886,2
2021-04-13,HI,"31,175",62,468,0
2020-08-17,NY,"195,458",173,"8,906",5
2021-02-27,PR,"101,773",289,"2,023",0
2022-03-03,MP,"9,999",77,30,0
2022-05-13,HI,"251,759",0,"1,422",0
2020-06-06,WV,"2,136",17,84,0
2021-02-14,GA,"964,737","1,929","15,871",21
2022-05-24,SD,"239,110",0,"2,919",0
2020-07-02,IN,"46,387",435,"2,647",12
2021-04-27,TN,"836,941","1,092","12,163",11
2020-01-30,PR,0,0,0,0
2020-07-08,GU,309,2,5,0
2021-06-29,PA,"1,217,361",189,"27,670",13
2020-07-18,FL,"343,655","12,326","6,133",178
2020-07-04,TN,"48,364","1,341",633,13
2020-07-01,IA,"29,458",511,717,3
2022-05-27,AL,"1,312,918",974,"19,713",0
2021-03-25,OH,"1,006,171","1,501","18,388",0
2020-09-20,TX,"688,534","2,466","16,308",74
2022-01-30,PA,"2,656,587","7,340","40,563",15
2021-07-08,PA,"1,218,865",237,"27,729",11
2020-03-24,ND,37,5,0,0
2020-04-22,PA,"36,640","1,296","1,622",58
2022-05-26,HI,"267,602",0,"1,439",0
2021-04-27,UT,"396,004",327,"2,186",3
2020-10-25,WV,"21,906",194,423,1
2022-03-10,IA,"756,359",0,"9,262",0
2022-02-22,AR,"816,168",869,"10,305",13
2020-09-21,PW,0,0,0,0
2021-11-18,CO,"810,309","4,210","8,834",51
2020-10-26,MS,"119,448",937,"3,620",17
2020-03-25,NY,"12,955","2,194",52,13
2020-10-11,NYC,"254,177",616,"23,585",2
2021-09-23,OK,"604,391","1,230","8,772",10
2021-10-20,GU,"17,379",103,226,0
2021-07-18,GU,"8,478",1,143,1
2022-06-14,ND,"246,544",0,"2,285",0
2020-08-17,CO,"54,283",174,"1,896",0
2022-10-03,CO,"1,656,518",343,"13,316",0
2020-03-17,IN,30,6,0,0
2022-09-13,WV,"593,041",717,"7,344",10
2022-02-19,PR,"471,232",563,"4,078",9
2020-07-25,MS,"58,377",587,"2,094",18
2022-04-10,GA,"2,503,082",0,"37,332",0
2022-05-08,NYC,"2,406,993","12,750","40,241",8
2020-07-22,TN,"81,964","3,135",871,24
2022-03-08,AR,"823,926",394,"10,760",36
2022-04-24,IA,"762,036",0,"9,510",0
2021-01-28,KS,"272,517",0,"3,718",0
2020-09-16,OK,"78,576","1,222","1,206",12
2020-03-18,PR,0,0,0,0
2022-07-01,WV,"533,213",710,"7,064",0
2022-06-04,KS,"789,127",0,"8,943",0
2022-06-20,ND,"248,099",303,"2,293",5
2020-06-28,GA,"77,596","2,186","2,778",2
2022-01-02,PW,16,4,0,0
2020-09-20,OK,"83,469",743,"1,253",13
2021-01-01,ND,"92,891",121,"1,310",1
2020-08-24,AL,"115,579",556,"3,186",30
2022-02-18,PR,"470,669",377,"4,069",9
2020-03-05,AK,0,0,0,0
2020-03-10,CO,18,6,0,0
2021-01-19,KS,"259,822",0,"3,525",0
2020-08-27,NY,"198,991",476,"8,939",3
2021-01-29,PA,"841,497","8,419","21,462",159
2020-08-20,MP,54,0,2,0
2020-02-02,PR,0,0,0,0
2020-10-02,PW,0,0,0,0
2022-10-16,KS,"883,063",0,"9,590",0
2021-08-23,IN,"825,549","2,800","14,256",0
2020-05-04,KS,"5,245",215,136,2
2020-09-09,MP,59,0,2,0
2021-10-14,MA,"831,662","1,789","18,816",14
2020-07-29,NM,"20,136",345,606,6
2022-09-09,KS,"868,911",0,"9,027",0
2022-09-20,MS,"925,596","3,103","12,879",26
2022-05-04,AR,"836,343",226,"11,403",5
2021-03-21,OH,"999,750",931,"18,347",0
2020-05-03,MP,14,0,2,0
2022-09-29,WA,"1,814,902","1,436","14,312",0
2020-03-02,AS,0,0,0,0
2022-05-08,TX,"6,761,711","2,183","86,635",0
2022-07-26,GU,"54,963",191,380,3
2022-09-03,AK,"279,888",0,"1,304",0
2022-07-21,WV,"547,785","1,013","7,121",6
2020-02-09,PW,0,0,0,0
2022-05-11,PA,"2,849,663","3,585","44,814",25
2020-10-04,WA,"91,168",504,"2,142",0
2021-07-02,HI,"36,508",73,515,0
2022-04-16,AL,"1,297,090",84,"19,624",2
2022-07-17,HI,"309,561",0,"1,523",0
2021-08-14,NYC,"1,003,176","1,953","33,659",9
2022-08-10,IN,"1,854,031","6,207","24,222",33
2021-10-19,NM,"266,148",516,"4,952",10
2021-10-31,FL,"3,671,680",970,"61,385",50
2020-03-16,CO,147,35,1,0
2021-07-15,IN,"759,618",556,"13,926",1
2021-02-23,PA,"924,208","2,846","23,711",97
2022-04-23,NYC,"2,355,490",0,"40,168",0
2021-08-16,CO,"594,025",707,"7,041",5
2021-01-25,MA,"503,688","3,651","14,383",65
2021-06-23,NY,"1,156,486",132,"19,916",6
2020-09-02,KS,"43,940","1,328",458,12
2022-09-28,FL,"7,117,380","1,353","81,698",25
2021-01-07,PA,"701,406","9,407","17,179",265
2021-07-16,ND,"111,000",25,"1,537",1
2022-10-04,HI,"347,333",0,"1,674",0
2020-12-17,FL,"1,158,500","12,943","21,484",119
2022-10-03,GU,"58,591",0,401,0
2022-03-01,FL,"5,810,399","1,747","72,618",70
2022-01-19,AS,18,0,0,0
2021-08-12,IN,"794,077","3,151","14,109",6
2021-06-23,PW,2,0,0,0
2020-07-04,SD,"7,028",50,97,0
2020-12-11,CO,"297,921","4,184","3,846",87
2022-02-09,OK,"1,000,480",0,"12,425",0
2022-03-30,HI,"234,659","1,090","1,367",6
2020-08-17,MP,50,0,2,0
2022-04-24,WV,"499,796",0,"6,823",0
2020-05-28,AL,"16,719",485,821,19
2022-07-13,GA,"2,694,160","26,603","38,821",136
2021-08-18,WA,"519,267","2,712","6,297",28
2020-07-19,AS,0,0,0,0
2021-08-09,FL,"2,812,914","20,918","42,224",296
2021-06-12,TN,"861,531",289,"12,496",-2
2021-01-02,NM,"145,379","1,237","2,441",32
2020-11-30,WV,"47,842",845,735,6
2021-09-06,WV,"199,300","1,316","3,148",24
2020-09-06,TX,"638,310","2,995","15,317",85
2021-02-02,PR,"96,249",321,"1,841",5
2021-08-27,IA,"402,725","1,322","6,268",0
2021-05-09,IA,"367,715",154,"5,985",1
2021-12-14,GA,"1,683,676","1,770","30,882",22
2020-08-28,NYC,"235,965",337,"23,394",7
2020-05-14,PR,"1,084",97,110,1
2020-04-19,OH,"11,602","1,380",471,20
2021-05-24,AR,"340,186",49,"5,820",3
2022-01-12,HI,"149,460","3,460","1,099",5
2022-06-28,GA,"2,626,597",0,"38,447",0
2021-02-22,TX,"2,594,466","6,365","45,631",169
2021-03-26,PA,"1,011,727","4,989","24,953",36
2020-06-01,PW,0,0,0,0
2021-09-25,SD,"142,927",127,"2,126",1
2022-03-21,SD,"236,845",0,"2,875",0
2021-03-30,NYC,"847,375","2,471","31,224",57
2020-11-21,RMI,4,0,0,0
2022-04-05,AL,"1,295,159",244,"19,588",5
2021-01-20,IA,"307,908","1,229","4,394",62
2022-02-28,HI,"230,458",361,"1,322",4
2020-05-28,WV,"1,935",36,74,0
2022-05-10,GA,"2,521,664",0,"37,969",0
2020-10-24,AK,"12,525",356,97,0
2020-11-19,GA,"437,156","3,424","9,102",37
